,Division,Time,home_team,away_team,full_time_home_goals,full_time_away_goals,half_time_home_goals,half_time_away_goals,Referee,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_coef,draw_coef,away_coef,away_shots_on_target
2357,14,,230,111,1,1,1,1,-1,,,,,,,,,,,,,2.189655403,3.279437815,4.026140579,
2358,14,,266,203,4,0,1,0,-1,,,,,,,,,,,,,1.672345928,3.949154241,6.296483164,
2359,14,,293,321,1,0,0,0,-1,,,,,,,,,,,,,2.197430176,3.195345715,4.132781524,
2360,12,,458,414,2,5,1,1,-1,10,17,5,11,17,11,5,8,2,2,1,0,1.674950168,4.051975257,6.017785036,-0.694272676
2361,10,,33,437,0,2,0,0,11,10,12,8,10,11,9,8,5,1,0,0,0,1.505458238,4.697029703,7.527291191,0.438353066
2362,6,,271,49,1,2,1,0,-1,,,,,,,,,,,,,3.122168149,3.588465989,2.432858298,
2363,10,,280,158,1,1,1,1,4,9,8,6,5,16,12,5,2,2,1,0,0,1.564976822,4.415826318,6.917795631,0.38078535
2364,12,,378,40,2,0,1,0,-1,13,4,6,2,19,23,3,4,1,5,0,0,1.472772277,4.909240924,7.854785479,0.570382038
2365,12,,189,278,1,0,0,0,-1,13,8,3,5,15,11,5,5,1,4,1,0,2.727382175,3.421807895,2.848151865,-0.328609002
2366,12,,48,38,5,1,3,0,-1,19,6,10,2,7,10,3,1,1,3,0,0,1.122904786,12.33190077,26.06743253,10.87509253
2367,6,,117,489,0,0,0,0,-1,,,,,,,,,,,,,1.690557358,3.878337467,6.225228858,
2368,10,,264,415,1,0,1,0,2,24,8,11,4,10,8,10,4,2,0,0,0,1.443553385,5.002313467,8.520974843,2.024276615
2369,5,,13,84,2,2,1,0,-1,,,,,,,,,,,,,4.84039017,3.727304667,1.86875823,
2370,11,,487,82,2,0,1,0,-1,9,4,4,2,13,12,4,6,2,3,0,1,2.37606082,3.553937124,3.249313942,0.470101291
2371,5,,234,147,0,1,0,0,-1,,,,,,,,,,,,,2.017292825,3.718746875,4.075339041,
2372,11,,443,128,2,1,1,0,-1,7,9,4,5,12,10,4,7,1,2,0,0,2.492974124,3.44794405,3.136322285,-0.145490709
2373,11,,389,492,2,3,0,3,-1,13,7,4,4,12,13,4,6,2,1,0,0,2.441257454,3.471788265,3.20164912,-0.250600349
2374,14,,342,34,1,1,0,0,-1,,,,,,,,,,,,,1.745944045,3.624620678,6.197590849,
2375,6,,418,245,1,1,0,1,-1,,,,,,,,,,,,,2.286766073,3.400321726,3.589228488,
2376,14,,368,466,2,1,2,1,-1,,,,,,,,,,,,,2.742332665,3.088947203,3.109336293,
2377,5,,330,60,1,2,1,1,-1,,,,,,,,,,,,,3.525750637,3.555971356,2.246406834,
2378,14,,469,101,3,3,1,3,-1,,,,,,,,,,,,,2.745433827,3.061822112,3.133264628,
2379,14,,462,440,1,0,0,0,-1,,,,,,,,,,,,,1.907581,3.37652038,5.273900413,
2380,15,,231,442,3,0,0,0,-1,26,5,10,2,14,13,15,2,4,1,0,1,1.37700722,5.062526545,11.59318579,2.761669807
2381,7,,81,485,1,4,0,4,-1,7,15,3,10,7,9,6,7,2,0,0,0,2.789459898,3.524588319,2.718968132,-0.554305525
2382,7,,70,226,1,2,1,0,-1,10,7,3,5,8,9,4,4,1,2,0,0,1.771978705,4.029985856,5.062796301,1.004589533
2383,0,,455,68,2,1,1,1,-1,,,,,,,,,,,,,1.785933645,3.998506994,5.000614205,
2384,0,,426,232,1,0,0,0,-1,,,,,,,,,,,,,2.647863051,3.467201807,2.907653388,
2385,13,,42,178,1,1,1,1,-1,14,10,4,3,20,16,2,2,3,4,0,0,2.693903564,3.450618048,2.865425514,-0.959036951
2386,13,,54,136,1,1,0,0,-1,14,12,5,5,14,17,7,5,0,0,0,0,1.790422351,4.088131035,4.834140348,-0.732237349
2387,13,,200,435,0,1,0,1,-1,17,10,5,7,19,14,10,2,5,4,0,1,3.236148782,3.518429672,2.39938757,-1.281589836
2388,13,,259,323,1,0,1,0,-1,22,8,8,2,17,17,7,3,2,2,0,0,1.539388721,4.598174103,6.997221461,0.51415757
2389,13,,277,209,2,1,1,1,-1,13,14,3,3,13,17,4,6,2,3,1,0,2.063768282,3.684581421,3.936260479,0.070076819
2390,13,,403,274,1,1,0,0,-1,22,5,6,1,17,12,8,1,1,3,0,0,1.511344825,4.754230408,7.246448033,1.165662904
2391,16,,30,41,1,1,1,0,-1,,,,,,,,,,,,,3.457080402,3.131708129,2.491131466,
2392,16,,328,359,2,1,2,1,-1,,,,,,,,,,,,,1.205836373,7.636963696,20.09727289,
2393,7,,127,80,3,0,1,0,-1,13,7,7,5,8,14,5,3,2,4,0,1,2.38566119,3.488277707,3.287801976,0.45120453
2394,0,,152,399,2,2,1,1,-1,,,,,,,,,,,,,1.8837059,3.797631681,4.633715049,
2395,14,,50,402,3,3,2,2,-1,,,,,,,,,,,,,3.22370372,3.070679809,2.672817641,
2396,2,,12,339,3,1,1,1,-1,,,,,,,,,,,,,2.53514672,3.702911155,2.894458854,
2397,7,,220,252,2,4,2,2,-1,7,11,3,7,10,8,4,4,1,1,0,0,2.495735092,3.573892652,3.034813872,-0.233308681
2398,7,,254,132,4,1,2,1,-1,16,9,11,9,13,10,8,5,0,1,0,0,1.676130022,4.084939635,5.931693671,-0.334406149
2399,2,,451,130,2,0,0,0,-1,,,,,,,,,,,,,1.354718549,5.782828432,10.10983992,
2400,7,,319,222,1,2,1,1,-1,4,2,0,1,9,11,7,4,0,4,0,0,2.435781091,3.567762344,3.133162399,0.843781133
2401,7,,356,66,1,4,0,0,-1,8,12,6,8,12,11,5,3,0,2,0,0,3.282023153,3.710980587,2.294423481,-0.886389118
2402,7,,476,52,4,1,1,0,-1,23,13,12,8,6,11,7,10,0,0,0,0,1.842172866,3.724611805,5.033259197,0.242031704
2403,14,,149,422,2,2,1,2,-1,,,,,,,,,,,,,2.202043734,3.434380135,3.777818149,
2404,14,,78,465,2,0,1,0,-1,,,,,,,,,,,,,3.034783742,3.065030756,2.823054643,
2405,7,,290,104,0,0,0,0,-1,15,3,6,2,7,18,8,5,0,2,0,0,2.102322268,3.615588056,3.879647857,0.343720943
2406,12,,198,155,0,0,0,0,-1,24,12,7,2,14,22,11,2,0,4,0,0,2.156538821,3.4404317,3.911861116,-0.758579273
2407,0,,177,75,1,2,0,2,-1,,,,,,,,,,,,,3.473702284,3.51433038,2.28533045,
2408,6,,292,204,0,0,0,0,-1,,,,,,,,,,,,,2.058005462,3.443593299,4.279021259,
2409,6,,148,467,1,0,0,0,-1,,,,,,,,,,,,,2.304853599,3.283906456,3.681646678,
2410,6,,221,215,1,1,1,0,-1,,,,,,,,,,,,,2.426421974,3.340137361,3.350289754,
2411,10,,318,436,2,1,2,1,1,7,16,5,6,11,16,2,6,0,2,0,0,2.146914723,3.425077907,3.964303,-0.475124518
2412,6,,322,395,2,1,0,1,-1,,,,,,,,,,,,,2.062046167,3.480978926,4.205757529,
2413,6,,380,361,0,2,0,1,-1,,,,,,,,,,,,,2.140285653,3.465224391,3.934048867,
2414,16,,346,344,1,2,0,2,-1,,,,,,,,,,,,,3.714884012,3.102430161,2.38957404,
2415,6,,18,194,4,1,2,1,-1,,,,,,,,,,,,,2.083122688,3.492293918,4.104977061,
2416,16,,464,338,0,0,0,0,-1,,,,,,,,,,,,,5.068291445,3.281264381,1.968758629,
2417,13,,484,207,1,1,0,1,-1,22,9,5,3,13,17,10,5,1,3,0,0,2.030125951,3.696647254,4.050151773,-0.305732545
2418,6,,401,21,3,4,1,3,-1,,,,,,,,,,,,,3.343741341,3.272381008,2.467028672,
2419,12,,279,493,1,1,0,1,-1,19,2,7,2,19,8,9,0,3,3,0,1,2.105240511,3.565814071,3.928439231,0.028181494
2420,12,,98,258,1,1,1,0,-1,18,8,8,2,11,11,7,1,3,3,0,0,2.142238096,3.483639521,3.904078774,0.626586265
2421,16,,257,238,2,0,0,0,-1,,,,,,,,,,,,,1.847064065,3.387984914,5.765697218,
2422,15,,309,355,5,1,2,1,-1,28,5,11,1,12,15,7,5,2,2,0,1,1.239645663,6.843247198,17.48605875,5.735595754
2423,16,,324,347,1,1,0,0,-1,,,,,,,,,,,,,2.202753577,3.167092701,4.161884639,
2424,15,,69,37,2,1,1,0,-1,13,10,6,3,22,18,5,7,2,4,0,0,2.349968042,3.338366617,3.509823513,-1.329627702
2425,13,,218,478,1,4,0,2,-1,9,12,3,6,18,14,3,5,3,1,0,0,2.666666667,3.636363636,2.777777778,-1.350474441
2426,15,,224,343,1,0,0,0,-1,16,8,4,1,11,17,7,1,2,3,0,0,1.469304739,4.78773449,8.296074378,1.95438587
2427,12,,242,61,2,3,0,1,-1,17,12,7,7,9,16,12,5,3,5,0,0,2.200453501,3.550731786,3.650752399,-0.272913444
2428,15,,187,110,2,4,1,3,-1,16,11,3,7,17,17,8,2,4,4,0,1,2.272474907,3.373362751,3.656159628,-1.1228939
2429,7,,83,65,1,1,0,0,-1,20,11,10,5,12,12,11,3,1,1,0,0,2.565493345,3.599802915,2.920403492,-0.686469307
2430,5,,26,286,1,0,0,0,-1,,,,,,,,,,,,,1.711038502,4.155379218,5.408103836,
2431,0,,164,223,1,0,1,0,-1,,,,,,,,,,,,,1.818445859,3.805818383,5.067799936,
2432,7,,94,409,1,0,0,0,-1,22,8,15,5,11,17,11,5,1,3,0,0,1.710332846,4.145041955,5.43282198,0.085503125
2433,0,,341,138,0,2,0,0,-1,,,,,,,,,,,,,1.784352854,3.945968883,5.098151011,
2434,15,,453,91,4,1,2,0,-1,15,7,8,2,15,22,6,5,1,5,0,0,2.065774002,3.42616176,4.272625254,-0.422011923
2435,5,,87,412,2,0,0,0,-1,,,,,,,,,,,,,2.537527946,3.383370595,3.121562156,
2436,2,,202,214,2,0,0,0,-1,,,,,,,,,,,,,2.422991818,3.553042624,3.166178384,
2437,15,,170,398,2,2,1,0,-1,16,8,5,3,8,16,8,2,1,3,0,1,1.505982155,4.347268487,8.624257807,2.17314375
2438,2,,313,305,1,1,0,0,-1,,,,,,,,,,,,,1.592436526,4.341164543,6.592890077,
2439,2,,456,3,2,1,0,0,-1,,,,,,,,,,,,,2.417133832,3.484701274,3.2329165,
2440,5,,154,236,2,2,1,0,-1,,,,,,,,,,,,,2.040149376,3.63146589,4.090499499,
2441,5,,237,168,1,1,0,0,-1,,,,,,,,,,,,,4.234129295,3.599009901,2.016252045,
2442,2,,470,390,3,0,2,0,-1,,,,,,,,,,,,,1.267401124,6.823687652,13.43445191,
2443,15,,248,350,2,1,2,0,-1,6,14,3,4,13,11,3,7,3,0,0,0,1.804151003,3.748624862,5.292176276,0.401790402
2444,15,,411,392,1,3,1,0,-1,5,22,2,7,21,13,3,9,1,2,0,0,3.585998356,4.024287044,2.071910161,-1.660311347
2445,12,,406,460,1,2,0,2,-1,21,17,4,7,20,18,9,1,2,6,1,0,1.758783473,3.969825554,5.27635042,-0.97504651
2446,0,,119,216,1,2,0,1,-1,,,,,,,,,,,,,3.375412541,3.444298511,2.361804694,
2447,16,,1,190,2,1,1,1,-1,,,,,,,,,,,,,2.13490099,3.253182461,4.26980198,
2448,5,,185,447,0,4,0,2,-1,,,,,,,,,,,,,2.656643743,3.406993503,2.940559868,
2449,10,,310,482,3,0,2,0,8,16,9,8,4,12,14,4,4,1,3,0,1,2.055753665,3.590047864,4.081423131,0.225670863
2450,14,,383,126,1,1,0,1,-1,,,,,,,,,,,,,2.284015636,3.211896988,3.833883388,
2451,14,,402,293,2,0,1,0,-1,,,,,,,,,,,,,1.905428395,3.445987522,5.128440253,
2452,8,,156,405,3,0,1,0,-1,,,,,,,,,,,,,2.126354024,3.42241743,4.040072646,
2453,2,,214,456,1,1,1,1,-1,,,,,,,,,,,,,2.220290394,3.747367949,3.415831375,
2454,0,,455,232,2,0,1,0,-1,,,,,,,,,,,,,3.008455004,3.489807804,2.557186753,
2455,0,,177,399,3,1,2,0,-1,,,,,,,,,,,,,1.906535159,3.833352608,4.45196242,
2456,13,,207,218,2,0,1,0,-1,10,14,4,3,16,9,1,3,1,1,0,0,2.099860117,3.634373279,3.866569349,-0.095221518
2457,7,,65,94,1,4,0,1,-1,13,9,7,4,18,11,7,2,3,3,0,0,2.778494212,3.579592908,2.697370293,-0.760449711
2458,12,,155,406,2,2,1,1,-1,11,6,3,4,24,23,4,3,5,3,0,1,2.924291985,3.488982851,2.621779021,-1.988507813
2459,5,,147,286,1,0,0,0,-1,,,,,,,,,,,,,2.37096142,3.389970371,3.410148766,
2460,5,,60,154,2,2,1,0,-1,,,,,,,,,,,,,1.836973529,3.874709192,4.818291223,
2461,0,,4,138,0,1,0,0,-1,,,,,,,,,,,,,2.111877498,3.48256722,4.010536594,
2462,3,,29,429,2,2,1,1,-1,,,,,,,,,,,,,2.084250724,3.91432453,3.639813459,
2463,0,,341,216,0,1,0,0,-1,,,,,,,,,,,,,4.252624259,3.726108875,1.974432692,
2464,1,,425,424,1,1,0,1,-1,16,7,4,2,8,15,11,1,2,2,0,2,2.833900246,3.435339507,2.731961389,0.55631826
2465,1,,300,393,3,2,1,1,-1,8,9,5,6,7,9,5,5,0,1,0,0,2.13108016,3.511208264,3.906980293,0.329754637
2466,1,,239,99,1,3,0,1,-1,5,19,3,10,11,8,5,12,3,2,0,0,9.105965781,4.867843398,1.439362319,0.906824971
2467,1,,225,217,3,0,1,0,-1,9,1,7,1,10,14,4,2,0,0,0,0,2.304066023,3.656452602,3.305833859,0.182818192
2468,1,,211,5,2,0,1,0,-1,11,11,7,4,8,13,9,11,0,2,0,0,2.545574735,3.354169062,3.13455085,0.112401919
2469,11,,487,297,2,2,1,0,-1,15,13,8,6,15,8,4,7,2,2,1,0,2.448968968,3.558501847,3.118687012,-0.296876472
2470,11,,394,192,1,2,0,1,-1,14,5,7,2,5,17,15,3,0,5,0,0,2.636668025,3.589924927,2.839488642,0.513091093
2471,11,,363,109,0,2,0,1,-1,4,8,3,7,7,5,8,8,1,1,0,0,2.168461621,3.560311405,3.731771161,0.446064669
2472,11,,360,492,2,0,1,0,-1,17,2,6,1,12,17,7,3,1,2,0,0,2.99677296,3.340996881,2.652549039,-0.230554743
2473,11,,337,19,1,1,1,0,-1,6,9,3,4,14,12,4,5,2,1,1,0,2.14910757,3.67690916,3.666723816,-0.137652741
2474,11,,317,108,2,3,2,2,-1,16,9,7,5,18,15,2,4,2,1,0,0,2.520501203,3.554810461,3.012551238,-1.285673557
2475,5,,412,182,1,3,1,2,-1,,,,,,,,,,,,,4.123718644,3.600710425,2.041743621,
2476,11,,171,416,0,0,0,0,-1,13,11,7,6,12,14,3,7,0,0,0,0,2.721949936,3.467965844,2.822762896,-0.90085858
2477,11,,82,128,0,1,0,1,-1,14,9,9,3,10,8,11,4,0,0,0,0,2.759185183,3.540278047,2.738897057,0.010120925
2478,11,,51,2,1,1,0,0,-1,5,5,3,1,9,8,6,5,2,1,0,0,2.407651282,3.661636325,3.109882906,0.931983858
2479,0,,137,68,0,3,0,2,-1,,,,,,,,,,,,,2.087936066,3.609146629,3.937250868,
2480,11,,389,161,2,3,0,3,-1,31,13,18,6,10,4,6,3,4,0,1,0,2.557292246,3.612682697,2.92261971,0.376595164
2481,10,,36,432,0,0,0,0,13,9,1,5,0,8,13,3,2,0,1,0,1,2.529639467,3.273651075,3.233970456,0.921529575
2482,2,,472,313,2,0,1,0,-1,,,,,,,,,,,,,2.254949833,3.550780733,3.509967161,
2483,13,,178,200,1,0,1,0,-1,11,9,3,1,16,21,3,2,2,4,0,0,1.754841625,3.882839227,5.476316105,0.156520691
2484,5,,236,185,2,2,0,0,-1,,,,,,,,,,,,,2.426145054,3.73019802,3.032681317,
2485,6,,245,221,4,0,1,0,-1,,,,,,,,,,,,,1.736323456,3.83012527,5.780935741,
2486,16,,238,190,0,2,0,0,-1,,,,,,,,,,,,,2.886668056,3.039671663,2.988670461,
2487,16,,41,324,3,2,1,1,-1,,,,,,,,,,,,,1.618175405,3.731917028,8.060536237,
2488,2,,130,494,1,1,0,1,-1,,,,,,,,,,,,,2.020036808,3.774816257,3.999264791,
2489,14,,126,469,0,0,0,0,-1,,,,,,,,,,,,,1.91661161,3.476407228,4.985229134,
2490,14,,78,383,2,2,2,1,-1,,,,,,,,,,,,,2.028771931,3.354100328,4.567285554,
2491,2,,12,202,2,0,1,0,-1,,,,,,,,,,,,,1.253811325,6.850825083,15.04573591,
2492,14,,422,50,3,2,1,0,-1,,,,,,,,,,,,,2.497134789,3.332910514,3.230986645,
2493,14,,440,230,3,2,1,0,-1,,,,,,,,,,,,,2.847415734,3.071943139,3.000502601,
2494,14,,465,34,3,1,2,0,-1,,,,,,,,,,,,,1.61216483,3.897765602,7.509831108,
2495,14,,466,266,3,3,2,1,-1,,,,,,,,,,,,,3.337458746,3.216827707,2.503094059,
2496,2,,3,483,0,0,0,0,-1,,,,,,,,,,,,,1.238788585,6.904723259,17.26180815,
2497,14,,321,342,3,1,3,1,-1,,,,,,,,,,,,,2.492812572,3.215219481,3.357665914,
2498,6,,21,271,0,1,0,0,-1,,,,,,,,,,,,,1.526918111,4.438241975,7.705846731,
2499,6,,49,148,1,1,1,0,-1,,,,,,,,,,,,,2.243167214,3.643877962,3.451026483,
2500,13,,146,478,4,1,0,0,-1,18,12,7,6,17,21,3,4,4,2,0,0,2.467697455,3.777087941,2.941092477,-1.561335384
2501,6,,204,322,5,1,2,0,-1,,,,,,,,,,,,,2.490271932,3.435558829,3.150956323,
2502,14,,203,368,3,0,3,0,-1,,,,,,,,,,,,,2.241938142,3.169285283,4.025298028,
2503,11,,74,443,1,0,0,0,-1,31,4,13,0,7,9,15,4,0,2,0,1,2.015312569,3.526796995,4.342998586,1.436365347
2504,5,,184,234,0,2,0,2,-1,,,,,,,,,,,,,2.165530739,3.497382978,3.812554118,
2505,6,,395,304,2,2,1,0,-1,,,,,,,,,,,,,2.129310216,3.463949634,3.973353992,
2506,10,,415,377,1,0,0,0,15,18,6,9,2,11,10,7,4,0,0,0,0,1.967215355,3.813371304,4.176549523,0.391114999
2507,5,,84,330,1,0,0,0,-1,,,,,,,,,,,,,1.869089139,3.707537472,4.871888083,
2508,16,,338,257,1,0,0,0,-1,,,,,,,,,,,,,1.697482499,3.710066539,6.606967809,
2509,7,,409,81,2,3,1,1,-1,16,8,6,7,12,8,6,9,3,0,0,0,2.086090962,3.715228666,3.824500097,-0.240821179
2510,7,,319,83,2,0,0,0,-1,7,9,4,2,12,9,5,5,2,3,0,0,2.139203867,3.691370394,3.681420609,0.702341708
2511,7,,254,52,2,2,1,2,-1,25,5,17,3,7,16,11,2,2,1,0,0,1.435394572,5.003944965,8.811727786,2.089383012
2512,7,,356,288,2,3,1,2,-1,12,9,5,4,7,9,6,4,1,0,0,0,3.989838458,3.818988952,2.009994185,0.47906178
2513,7,,476,222,1,2,0,1,-1,11,12,7,7,9,7,8,4,0,2,0,0,2.408156221,3.541996441,3.200840976,-0.087167676
2514,12,,332,458,0,1,0,0,-1,11,10,4,3,18,12,6,5,2,2,0,0,2.810221142,3.352192362,2.810221142,-0.780605178
2515,10,,437,318,3,4,0,3,7,21,10,10,8,12,9,6,2,2,1,0,0,1.852147195,3.744340815,4.925710377,-0.225114259
2516,7,,226,290,3,0,1,0,-1,15,9,8,4,8,10,6,6,1,2,0,0,2.81912477,3.549257803,2.677154457,0.385443828
2517,7,,132,252,3,1,1,1,-1,15,11,11,6,14,10,10,2,3,0,0,0,2.39015608,3.625070054,3.166956806,-0.866789727
2518,7,,127,66,2,2,0,1,-1,10,11,4,4,10,16,7,7,3,5,0,0,2.164449728,3.785270221,3.523522812,0.304073208
2519,12,,414,189,1,1,0,0,-1,10,15,3,2,16,19,6,6,2,6,0,0,1.942600677,3.616225876,4.572583132,-0.009291949
2520,12,,460,378,2,3,2,2,-1,10,20,4,13,17,14,6,11,3,3,0,0,11.57044935,6.288287692,1.30796384,0.248179701
2521,7,,485,64,1,0,1,0,-1,14,10,4,5,10,7,7,5,1,2,0,0,2.274179597,3.64879482,3.375893268,0.287630712
2522,15,,392,170,4,2,3,1,-1,19,11,9,8,12,19,9,5,1,5,0,0,2.031545144,4.103519047,3.648695507,-0.943289616
2523,15,,37,350,2,1,2,1,-1,12,12,7,1,15,15,4,3,5,2,0,0,2.318481848,3.38699957,3.528124552,0.031324872
2524,12,,278,198,4,0,2,0,-1,20,22,9,8,17,8,3,7,3,0,0,0,1.513412941,4.580596501,7.637690641,0.428411131
2525,7,,220,70,2,2,1,0,-1,13,14,6,9,15,8,7,8,5,1,0,0,2.920578152,3.660863586,2.53522409,-0.999081992
2526,10,,482,369,2,2,1,1,1,14,8,9,4,7,11,11,4,0,1,0,0,2.447355217,3.526189354,3.146599565,0.142128358
2527,10,,33,479,2,0,1,0,8,16,7,7,2,11,12,7,4,2,3,0,0,1.561060606,4.454491412,6.900484464,1.673075223
2528,9,,86,260,0,2,0,1,-1,9,9,5,3,13,10,5,9,0,1,0,0,2.254118772,3.506406979,3.556498507,-0.001051514
2529,7,,104,80,2,2,1,1,-1,13,16,7,7,16,9,4,9,1,1,0,0,3.014127858,3.457678445,2.57057727,-1.023111574
2530,10,,436,107,1,3,0,2,14,14,11,10,5,11,14,11,1,1,3,0,0,5.09062811,3.810410744,1.814481307,-0.230811475
2531,13,,136,484,2,3,1,2,-1,20,6,10,4,13,19,8,4,3,3,1,0,1.299738464,6.358720487,11.99758583,2.932702922
2532,13,,42,54,0,2,0,1,-1,14,18,3,6,11,11,4,3,0,0,0,0,13.9464757,6.138448804,1.289674097,2.335560131
2533,13,,323,176,2,0,1,0,-1,13,8,5,1,15,19,2,4,1,6,0,0,1.975362371,3.555652269,4.493949395,0.273182996
2534,13,,435,403,3,1,2,1,-1,13,13,7,3,24,17,4,8,4,1,1,1,3.044649131,3.510073202,2.521047051,-1.411078605
2535,4,,265,142,2,1,0,0,-1,,,,,,,,,,,,,3.486708829,3.764850844,2.185401545,
2536,4,,374,299,3,3,1,1,-1,,,,,,,,,,,,,2.78089721,3.609032042,2.678658342,
2537,9,,404,73,1,2,0,2,-1,9,7,4,4,11,11,3,4,1,2,0,0,3.896773355,3.684222081,2.074905293,0.106007722
2538,9,,77,291,3,2,1,1,-1,15,7,10,6,13,11,3,4,1,2,0,0,2.875019645,3.389496844,2.723702821,-0.586027024
2539,9,,448,366,2,2,1,0,-1,15,9,7,4,9,14,5,3,0,3,0,0,2.019620848,3.635317527,4.170517052,0.320247602
2540,9,,491,320,0,0,0,0,-1,15,4,7,2,13,19,10,6,2,5,0,0,2.9679528,3.557477671,2.551219701,-0.315058273
2541,9,,367,125,1,3,0,1,-1,13,12,5,6,12,4,7,4,3,1,0,0,1.810435275,3.852203945,5.049102822,0.609683355
2542,9,,210,430,0,2,0,1,-1,16,7,8,3,9,11,8,1,0,0,0,0,3.362668939,3.412119953,2.383538865,-0.05953277
2543,9,,122,410,2,2,1,2,-1,9,8,5,5,7,10,5,5,2,0,0,0,1.848179347,3.807451442,4.847683533,0.766083101
2544,9,,120,474,5,1,3,1,-1,14,12,7,8,11,9,2,6,2,4,0,1,1.975401028,3.646894206,4.356012524,0.40499518
2545,9,,115,326,0,2,0,1,-1,11,16,6,12,12,12,2,12,1,3,0,0,2.417899675,3.425357873,3.284313725,-1.196619752
2546,9,,95,408,1,3,0,2,-1,14,9,7,7,11,12,4,6,2,1,0,0,3.537641488,3.407360073,2.304978873,-0.605278176
2547,9,,438,134,1,1,1,1,-1,9,2,4,0,7,16,9,1,1,2,0,0,1.875699297,3.751398594,4.755151191,1.074258913
2548,12,,61,48,1,2,1,2,-1,9,13,3,8,17,11,4,5,3,2,0,0,11.19397356,6.035185035,1.324553811,1.013822371
2549,8,,205,327,2,0,1,0,-1,,,,,,,,,,,,,2.290961795,3.492443981,3.482261929,
2550,13,,209,259,3,2,1,1,-1,8,13,5,4,11,15,4,3,0,3,0,0,2.959023908,3.665957948,2.504566311,-0.286393297
2551,15,,411,97,1,3,1,0,-1,8,23,5,6,13,10,3,11,2,2,0,0,2.38785821,3.280796784,3.491490156,-0.237065853
2552,8,,191,55,1,2,0,1,-1,,,,,,,,,,,,,2.070413628,3.406493359,4.283614403,
2553,2,,305,169,2,2,1,1,-1,,,,,,,,,,,,,5.693680479,4.379754215,1.650046937,
2554,6,,489,194,0,2,0,1,-1,,,,,,,,,,,,,2.64876317,3.361891716,2.984952341,
2555,15,,442,289,2,4,1,1,-1,13,15,3,5,11,13,4,4,4,2,0,0,3.750851964,3.460786079,2.200499819,-0.118491471
2556,12,,258,279,4,0,1,0,-1,14,15,9,2,10,13,8,5,0,1,0,0,2.110828135,3.477840641,4.020625019,0.262211708
2557,6,,117,418,1,1,1,0,-1,,,,,,,,,,,,,2.232254647,3.445214935,3.679652637,
2558,12,,40,242,6,0,3,0,-1,14,9,9,1,8,11,5,7,0,2,0,0,1.305070104,5.983244478,13.05070104,4.586033177
2559,6,,361,292,3,1,1,1,-1,,,,,,,,,,,,,2.0175491,3.495047179,4.381546026,
2560,6,,215,380,1,1,0,0,-1,,,,,,,,,,,,,2.42809391,3.358863242,3.328512068,
2561,6,,379,401,4,0,2,0,-1,,,,,,,,,,,,,1.952902628,3.814262946,4.241460396,
2562,12,,38,98,1,0,1,0,-1,10,11,2,1,16,20,7,6,3,3,0,0,1.978241897,3.75666138,4.196270691,-0.282630428
2563,16,,488,346,4,0,3,0,-1,,,,,,,,,,,,,2.47206248,3.057285435,3.592058135,
2564,16,,344,328,2,2,1,2,-1,,,,,,,,,,,,,4.088186596,3.23066453,2.193661101,
2565,16,,359,464,0,0,0,0,-1,,,,,,,,,,,,,2.433573092,3.064876571,3.665633109,
2566,2,,457,470,3,1,1,1,-1,,,,,,,,,,,,,5.62386976,4.376393195,1.656485275,
2567,6,,467,18,4,0,0,0,-1,,,,,,,,,,,,,1.931242739,3.589482579,4.68149418,
2568,16,,35,30,1,1,0,1,-1,,,,,,,,,,,,,1.598445028,3.746673695,8.511465242,
2569,1,,140,141,0,3,0,1,-1,4,8,2,5,9,11,6,5,1,2,0,0,5.117491749,3.785127033,1.816860976,0.344973077
2570,0,,382,303,1,1,0,0,-1,,,,,,,,,,,,,3.142311822,3.365314596,2.534122437,
2571,5,,447,237,1,1,0,1,-1,,,,,,,,,,,,,1.956631933,3.658494082,4.432994222,
2572,2,,212,390,4,4,2,1,-1,,,,,,,,,,,,,1.630603607,4.36484746,5.965622953,
2573,15,,343,231,0,1,0,0,-1,4,16,1,4,17,12,3,9,0,3,1,0,5.94863974,3.89877064,1.70822425,0.01266381
2574,15,,355,187,2,0,0,0,-1,10,13,5,6,12,15,3,5,2,4,0,0,3.013914722,3.385630871,2.612059426,-0.484622281
2575,15,,91,110,0,2,0,0,-1,23,5,7,2,11,23,12,1,4,4,0,0,1.945309859,3.568081296,4.636489819,-0.046647297
2576,15,,224,309,2,1,2,0,-1,8,21,2,6,13,15,4,9,2,3,0,0,2.400378725,3.390534949,3.350528637,-0.582759793
2577,2,,339,451,3,0,1,0,-1,,,,,,,,,,,,,1.656449782,4.226456717,5.892945589,
2578,13,,274,277,2,0,0,0,-1,10,14,2,4,11,12,2,6,2,2,0,0,2.485440624,3.455368672,3.14216274,0.09919144
2579,0,,119,223,1,1,1,0,-1,,,,,,,,,,,,,2.015841045,3.644803505,4.174216304,
2580,10,,158,444,2,1,0,0,5,17,8,11,6,10,9,4,4,2,2,0,0,2.075965403,3.598340032,3.993762014,0.24919199
2581,10,,480,264,2,3,2,1,4,9,16,6,8,12,10,2,5,1,2,0,0,3.232565907,3.322637403,2.501985996,-0.683411256
2582,8,,283,306,2,0,0,0,-1,,,,,,,,,,,,,2.66318411,3.288628863,3.026345579,
